馃嚚馃嚦鐢佃棰戦亾,#genre#
HNTV2閮藉競棰戦亾-(1080i),http://42.231.180.159:8089/udp/225.1.4.52:1081
HNTV3姘戠敓棰戦亾-(1080i),http://42.231.180.159:8089/udp/225.1.4.53:1082
HNTV4娉曟不棰戦亾-(1080i),http://42.231.180.159:8089/udp/225.1.4.54:1083
HNTV5鐢佃鍓ч閬 -(1080i),http://42.231.180.159:8089/udp/225.1.4.55:1084
HNTV6鏂伴椈棰戦亾-(1080i),http://42.231.180.159:8089/udp/225.1.4.56:1085
HNTV8鍏叡棰戦亾-(1080i),http://42.231.180.159:8089/udp/225.1.4.58:1087
HNTV9涔℃潙棰戦亾-(1080i),http://42.231.180.159:8089/udp/225.1.4.120:1149
HNTV10娌冲崡鍥介檯-(1080i),http://42.231.180.159:8089/udp/225.1.4.102:1131
HNTV鏂囧崥-(1080p),http://42.231.180.159:8089/udp/225.1.4.100:1129
HNTV鐫涘僵涓師-(1080p),http://42.231.180.159:8089/udp/225.1.4.163:1203
HNTV绉诲姩鐢佃-(1080p),http://42.231.180.159:8089/udp/225.1.5.40:1350
HNTV鍋ュ悍涓師-(1080i),http://42.231.180.159:8089/udp/225.1.5.48:1358
HNTV璋冭В鍓у満-(1080p),http://42.231.180.159:8089/udp/225.1.5.49:1359
娌冲崡IPTV-瀵艰-(1080p),http://42.231.180.159:8089/udp/225.1.4.194:1244
ZZTV1鏂伴椈缁煎悎-(1080i),http://42.231.180.159:8089/udp/225.1.4.140:1176
ZZTV2鍟嗛兘棰戦亾-(1080i),http://42.231.180.159:8089/udp/225.1.4.141:1177
ZZTV3鏂囦綋鏃呮父-(1080i),http://42.231.180.159:8089/udp/225.1.4.142:1178
ZZTV4褰辫鎴忔洸-(576i),http://42.231.180.159:8089/udp/225.1.4.146:1182
ZZTV5濡囧コ鍎跨-(1080i),http://42.231.180.159:8089/udp/225.1.4.147:1183
ZZTV6閮藉競鐢熸椿-(1080i),http://42.231.180.159:8089/udp/225.1.4.149:1185
ZETV閮戝窞鏁欒偛鍙 -(1080i),http://42.231.180.159:8089/udp/225.1.4.191:1241
鏂板瘑鏂伴椈棰戦亾-(1080i),http://42.231.180.159:8089/udp/225.1.4.239:1285
鐧诲皝缁煎悎-(576i),http://42.231.180.159:8089/udp/225.1.4.240:1286
鏂伴儜缁煎悎-(1080i),http://42.231.180.159:8089/udp/225.1.4.243:1289
涓墴缁煎悎-(1080p),http://42.231.180.159:8089/udp/225.1.4.244:1290
宸╀箟缁煎悎-(1080p),http://42.231.180.159:8089/udp/225.1.5.50:1360
CETV1涓浗鏁欒偛-(1080p),http://42.231.180.159:8089/udp/225.1.4.173:1712
CETV2涓浗鏁欒偛-(576p),http://42.231.180.159:8089/udp/225.1.4.165:1206
CETV4涓浗鏁欒偛-(576p),http://42.231.180.159:8089/udp/225.1.4.171:1710
涓婃捣绾疄浜烘枃-(1080i),http://42.231.180.159:8089/udp/225.1.4.170:1222
婀栧崡閲戦拱绾疄-(1080p),http://42.231.180.159:8089/udp/225.1.4.172:1711
婀栧崡鍏堥攱涔掔窘-(576i),http://42.231.180.159:8089/udp/225.1.4.210:1263
SARFT骞跨數鍥藉棰戦亾-(1080i),http://42.231.180.159:8089/udp/225.1.4.196:1311
CCTV4涓枃鍥介檯娆ф床-(1080i),http://42.231.180.159:8089/udp/225.1.5.31:1342
CCTV4涓枃鍥介檯缇庢床-(1080i),http://42.231.180.159:8089/udp/225.1.5.32:1343
CGTN涓浗鍥介檯鏂伴椈-(576i),http://42.231.180.159:8089/udp/225.1.4.16:1045
CGTN鑻辫-(1080i),http://42.231.180.159:8089/udp/225.1.5.34:1344
CGTN鑻辨枃璁板綍-(1080i),http://42.231.180.159:8089/udp/225.1.5.35:1345
CGTN瑗跨彮鐗欒-(1080i),http://42.231.180.159:8089/udp/225.1.5.36:1346
CGTN娉曡-(1080i),http://42.231.180.159:8089/udp/225.1.5.37:1347
CGTN闃挎媺浼-(1080i),http://42.231.180.159:8089/udp/225.1.5.38:1348
CGTN淇勮-(1080i),http://42.231.180.159:8089/udp/225.1.5.39:1349
浣撹偛璧涗簨-(1080i),http://42.231.180.159:8089/udp/225.1.4.235:1281
鐖变綋鑲 -(1080i),http://42.231.180.159:8089/udp/225.1.4.168:1220
鐖辩數褰 -(576i),http://42.231.180.159:8089/udp/225.1.4.6:1035
鐖卞ぇ鍓 -(576i),http://42.231.180.159:8089/udp/225.1.4.8:1037
缁忓吀鐢靛奖-(576i),http://42.231.180.159:8089/udp/225.1.4.175:1233
鐖辩敓娲 -(576p),http://42.231.180.159:8089/udp/225.1.4.176:1225
濂藉鐢 -(576p),http://42.231.180.159:8089/udp/225.1.4.177:1226
鍥藉-(576p),http://42.231.180.159:8089/udp/225.1.4.178:1227
鏃╂暀-(576p),http://42.231.180.159:8089/udp/225.1.4.179:1228
楂樼綉-(576p),http://42.231.180.159:8089/udp/225.1.4.180:1229
鍐涗簨-(576p),http://42.231.180.159:8089/udp/225.1.4.181:1230
缇庡-(576p),http://42.231.180.159:8089/udp/225.1.4.182:1231
鍦扮悊-(576p),http://42.231.180.159:8089/udp/225.1.4.183:1232
瓒崇悆-(576p),http://42.231.180.159:8089/udp/225.1.4.200:1250
鐖辩患鑹 -(576i),http://42.231.180.159:8089/udp/225.1.4.204:1252
榄呭姏鏃跺皻-(576i),http://42.231.180.159:8089/udp/225.1.4.205:1253
缃戠粶妫嬬墝-(576i),http://42.231.180.159:8089/udp/225.1.4.211:1264
绮鹃€ -(576p),http://42.231.180.159:8089/udp/225.1.4.253:1299
鏀惰鎸囧崡-(576i),http://42.231.180.159:8089/udp/225.1.4.50:1079
CCTV1缁煎悎-(576i),http://42.231.180.159:8089/udp/225.1.4.1:1030
CCTV2璐㈢粡-(576i),http://42.231.180.159:8089/udp/225.1.4.2:1031
CCTV4涓枃鍥介檯-(576i),http://42.231.180.159:8089/udp/225.1.4.4:1033
CCTV7鍥介槻鍐涗簨-(576i),http://42.231.180.159:8089/udp/225.1.4.7:1036
CCTV9璁板綍-(576i),http://42.231.180.159:8089/udp/225.1.4.9:1038
CCTV10绉戞暀-(576i),http://42.231.180.159:8089/udp/225.1.4.10:1039
CCTV11鎴忔洸-(576i),http://42.231.180.159:8089/udp/225.1.4.11:1040
CCTV12绀句細涓庢硶-(576i),http://42.231.180.159:8089/udp/225.1.4.12:1041
CCTV13鏂伴椈-(576i),http://42.231.180.159:8089/udp/225.1.4.13:1042
CCTV14灏戝効-(576i),http://42.231.180.159:8089/udp/225.1.4.14:1043
CCTV15闊充箰-(576i),http://42.231.180.159:8089/udp/225.1.4.15:1044
CCTV17鍐滀笟鍐滄潙-(576i),http://42.231.180.159:8089/udp/225.1.4.227:2507
HNTV1娌冲崡鍗-(1080p),http://42.231.180.159:8089/udp/225.1.5.45:1355
HNTV1娌冲崡鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.51:1080
HNTV1娌冲崡鍗澶 -(576i),http://42.231.180.159:8089/udp/225.1.5.42:1352
婀栧崡鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.17:1046
姹熻嫃鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.18:1047
娴欐睙鍗-(576p),http://42.231.180.159:8089/udp/225.1.4.19:1048
瀹夊窘鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.20:1049
鍖椾含鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.21:1050
涓滄柟鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.22:1051
娣卞湷鍗-(576p),http://42.231.180.159:8089/udp/225.1.4.23:1052
澶╂触鍗-(576p),http://42.231.180.159:8089/udp/225.1.4.24:1053
娴峰崡鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.25:1054
杈藉畞鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.26:1055
灞变笢鍗-(576p),http://42.231.180.159:8089/udp/225.1.4.27:1056
榛戦緳姹熷崼瑙 -(576i),http://42.231.180.159:8089/udp/225.1.4.28:1057
閲嶅簡鍗-(576p),http://42.231.180.159:8089/udp/225.1.4.29:1058
骞夸笢鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.30:1059
涓滃崡鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.32:1061
浜戝崡鍗-(576p),http://42.231.180.159:8089/udp/225.1.4.33:1062
娌冲寳鍗-(576p),http://42.231.180.159:8089/udp/225.1.4.34:1063
婀栧寳鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.35:1064
鍚夋灄鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.36:1065
姹熻タ鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.37:1066
鍥涘窛鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.40:1069
璐靛窞鍗-(576i),http://42.231.180.159:8089/udp/225.1.4.41:1070
ZZTV1鏂伴椈缁煎悎-(576i),http://42.231.180.159:8089/udp/225.1.4.143:1179
ZZTV2鍟嗛兘棰戦亾-(576i),http://42.231.180.159:8089/udp/225.1.4.144:1180
ZZTV3鏂囦綋鏃呮父-(576i),http://42.231.180.159:8089/udp/225.1.4.145:1181
CCTV1缁煎悎-(1080i),http://222.141.135.19:8888/udp/225.1.4.73:1102
CCTV2璐㈢粡-(1080i),http://222.141.135.19:8888/udp/225.1.4.74:1103
CCTV3缁艰壓-(1080i),http://222.141.135.19:8888/udp/225.1.4.158:1194
CCTV4涓枃鍥介檯-(1080i),http://222.141.135.19:8888/udp/225.1.5.30:1333
CCTV5浣撹偛-(1080i),http://222.141.135.19:8888/udp/225.1.4.159:1195
CCTV6鐢靛奖-(1080i),http://222.141.135.19:8888/udp/225.1.4.160:1196
CCTV7鍥介槻鍐涗簨-(1080i),http://222.141.135.19:8888/udp/225.1.4.76:1105
CCTV8鐢佃鍓 -(1080i),http://222.141.135.19:8888/udp/225.1.4.161:1197
CCTV9璁板綍-(1080p),http://222.141.135.19:8888/udp/225.1.4.77:1106
CCTV10绉戞暀-(1080i),http://222.141.135.19:8888/udp/225.1.4.78:1107
CCTV11鎴忔洸-(1080i),http://222.141.135.19:8888/udp/225.1.4.215:1268
CCTV12绀句細涓庢硶-(1080i),http://222.141.135.19:8888/udp/225.1.4.79:1108
CCTV13鏂伴椈-(1080i),http://222.141.135.19:8888/udp/225.1.4.113:1293
CCTV14灏戝効-(1080i),http://222.141.135.19:8888/udp/225.1.4.80:1109
CCTV15闊充箰-(1080i),http://222.141.135.19:8888/udp/225.1.4.216:1269
CCTV16濂ユ灄鍖瑰厠-(1080i),http://222.141.135.19:8888/udp/225.1.5.46:1356
CCTV17鍐滀笟鍐滄潙-(1080i),http://222.141.135.19:8888/udp/225.1.4.226:2506
CCTV5+浣撹偛璧涗簨-(1080i),http://222.141.135.19:8888/udp/225.1.4.75:1104
鐖变笂4K-(2160p),http://222.141.135.19:8888/udp/225.1.4.162:1204
娌冲崡鍗4K-(2160p),http://222.141.135.19:8888/udp/225.1.4.254:1300
骞胯タ鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.31:1060
灞辫タ鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.38:1067
闄曡タ鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.39:1068
鐢樿們鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.42:1071
瀹佸鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.43:1072
闈掓捣鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.44:1073
鍐呰挋鍙ゅ崼瑙 -(576p),http://222.141.135.19:8888/udp/225.1.4.45:1074
瑗胯棌鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.46:1075
鏂扮枂鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.47:1076
鍖椾含鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.81:1110
婀栧崡鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.82:1111
姹熻嫃鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.83:1112
娴欐睙鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.84:1113
涓滄柟鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.85:1114
澶╂触鍗-(1080p),http://222.141.135.19:8888/udp/225.1.4.86:1115
灞变笢鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.88:1117
瀹夊窘鍗-(1080p),http://222.141.135.19:8888/udp/225.1.4.87:1116
婀栧寳鍗-(1080p),http://222.141.135.19:8888/udp/225.1.4.89:1118
娣卞湷鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.90:1119
榛戦緳姹熷崼瑙 -(1080i),http://222.141.135.19:8888/udp/225.1.4.91:1120
鍘﹂棬鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.95:1124
鏂扮枂鍏靛洟鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.97:1126
璐靛窞鍗-(1080p),http://222.141.135.19:8888/udp/225.1.4.122:1302
娌冲寳鍗-(1080p),http://222.141.135.19:8888/udp/225.1.4.123:1304
姹熻タ鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.139:1305
鍥涘窛鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.151:1306
浜戝崡鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.152:1307
閲嶅簡鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.157:1308
灞变笢鏁欒偛鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.164:1205
骞夸笢鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.166:1207
杈藉畞鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.167:1208
鍚夋灄鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.174:1309
娴峰崡鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.195:1310
涓滃崡鍗-(1080p),http://222.141.135.19:8888/udp/225.1.4.228:1274
涓夋矙鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.234:1280
CHC楂樻竻鐢靛奖-(1080i),http://222.141.135.19:8888/udp/225.1.4.207:1260
CHC鍔ㄤ綔鐢靛奖-(1080i),http://222.141.135.19:8888/udp/225.1.4.208:1261
CHC瀹跺涵褰遍櫌-(1080i),http://222.141.135.19:8888/udp/225.1.4.209:1262
鍖椾含鍗￠叿灏戝効-(576i),http://222.141.135.19:8888/udp/225.1.4.48:1077
婀栧崡閲戦拱鍗￠€ -(576p),http://222.141.135.19:8888/udp/225.1.4.49:1078
骞夸笢鍢変匠鍗￠€ -(576i),http://222.141.135.19:8888/udp/225.1.4.92:1121
灏戝効鍔ㄧ敾-(576i),http://222.141.135.19:8888/udp/225.1.4.189:1238
鏂板姩婕 -(576i),http://222.141.135.19:8888/udp/225.1.4.212:1265
闊充箰鐜板満-(576p),http://222.141.135.19:8888/udp/225.1.4.184:1224
IPTV璋嶆垬鍓у満-(576p),http://222.141.135.19:8888/udp/225.1.4.185:1240
IPTV鐩稿０灏忓搧-(576p),http://222.141.135.19:8888/udp/225.1.4.186:1235
IPTV閲庡-(576p),http://222.141.135.19:8888/udp/225.1.4.187:1236
IPTV娉曟不-(576p),http://222.141.135.19:8888/udp/225.1.4.188:1237
鐑挱鍓у満-(576i),http://222.141.135.19:8888/udp/225.1.4.190:1239
HNTV鎴忔洸-(1080p),http://222.141.135.19:8888/udp/225.1.4.99:1128
HNTV绉诲姩鎴忔洸-(1080p),http://222.141.135.19:8888/udp/225.1.4.206:1254
HNTV鍔熷か-(1080p),http://222.141.135.19:8888/udp/225.1.4.101:1130
HNTV1娌冲崡鍗-(1080i),http://222.141.135.19:8888/udp/225.1.4.98:1127
HNTV2閮藉競棰戦亾-(1080i),http://222.141.135.19:8888/udp/225.1.4.52:1081
HNTV3姘戠敓棰戦亾-(1080i),http://222.141.135.19:8888/udp/225.1.4.53:1082
HNTV4娉曟不棰戦亾-(1080i),http://222.141.135.19:8888/udp/225.1.4.54:1083
HNTV5鐢佃鍓ч閬 -(1080i),http://222.141.135.19:8888/udp/225.1.4.55:1084
HNTV6鏂伴椈棰戦亾-(1080i),http://222.141.135.19:8888/udp/225.1.4.56:1085
HNTV8鍏叡棰戦亾-(1080i),http://222.141.135.19:8888/udp/225.1.4.58:1087
HNTV9涔℃潙棰戦亾-(1080i),http://222.141.135.19:8888/udp/225.1.4.120:1149
HNTV10娌冲崡鍥介檯-(1080i),http://222.141.135.19:8888/udp/225.1.4.102:1131
HNTV鏂囧崥-(1080p),http://222.141.135.19:8888/udp/225.1.4.100:1129
HNTV鐫涘僵涓師-(1080p),http://222.141.135.19:8888/udp/225.1.4.163:1203
HNTV绉诲姩鐢佃-(1080p),http://222.141.135.19:8888/udp/225.1.5.40:1350
HNTV鍋ュ悍涓師-(1080i),http://222.141.135.19:8888/udp/225.1.5.48:1358
HNTV璋冭В鍓у満-(1080p),http://222.141.135.19:8888/udp/225.1.5.49:1359
娌冲崡IPTV-瀵艰-(1080p),http://222.141.135.19:8888/udp/225.1.4.194:1244
ZZTV1鏂伴椈缁煎悎-(1080i),http://222.141.135.19:8888/udp/225.1.4.140:1176
ZZTV2鍟嗛兘棰戦亾-(1080i),http://222.141.135.19:8888/udp/225.1.4.141:1177
ZZTV3鏂囦綋鏃呮父-(1080i),http://222.141.135.19:8888/udp/225.1.4.142:1178
ZZTV4褰辫鎴忔洸-(576i),http://222.141.135.19:8888/udp/225.1.4.146:1182
ZZTV5濡囧コ鍎跨-(1080i),http://222.141.135.19:8888/udp/225.1.4.147:1183
ZZTV6閮藉競鐢熸椿-(1080i),http://222.141.135.19:8888/udp/225.1.4.149:1185
ZETV閮戝窞鏁欒偛鍙 -(1080i),http://222.141.135.19:8888/udp/225.1.4.191:1241
鏂板瘑鏂伴椈棰戦亾-(1080i),http://222.141.135.19:8888/udp/225.1.4.239:1285
鐧诲皝缁煎悎-(576i),http://222.141.135.19:8888/udp/225.1.4.240:1286
鏂伴儜缁煎悎-(1080i),http://222.141.135.19:8888/udp/225.1.4.243:1289
涓墴缁煎悎-(1080p),http://222.141.135.19:8888/udp/225.1.4.244:1290
宸╀箟缁煎悎-(1080p),http://222.141.135.19:8888/udp/225.1.5.50:1360
CETV1涓浗鏁欒偛-(1080p),http://222.141.135.19:8888/udp/225.1.4.173:1712
CETV2涓浗鏁欒偛-(576p),http://222.141.135.19:8888/udp/225.1.4.165:1206
CETV4涓浗鏁欒偛-(576p),http://222.141.135.19:8888/udp/225.1.4.171:1710
涓婃捣绾疄浜烘枃-(1080i),http://222.141.135.19:8888/udp/225.1.4.170:1222
婀栧崡閲戦拱绾疄-(1080p),http://222.141.135.19:8888/udp/225.1.4.172:1711
婀栧崡鍏堥攱涔掔窘-(576i),http://222.141.135.19:8888/udp/225.1.4.210:1263
SARFT骞跨數鍥藉棰戦亾-(1080i),http://222.141.135.19:8888/udp/225.1.4.196:1311
CCTV4涓枃鍥介檯娆ф床-(1080i),http://222.141.135.19:8888/udp/225.1.5.31:1342
CCTV4涓枃鍥介檯缇庢床-(1080i),http://222.141.135.19:8888/udp/225.1.5.32:1343
CGTN涓浗鍥介檯鏂伴椈-(576i),http://222.141.135.19:8888/udp/225.1.4.16:1045
CGTN鑻辫-(1080i),http://222.141.135.19:8888/udp/225.1.5.34:1344
CGTN鑻辨枃璁板綍-(1080i),http://222.141.135.19:8888/udp/225.1.5.35:1345
CGTN瑗跨彮鐗欒-(1080i),http://222.141.135.19:8888/udp/225.1.5.36:1346
CGTN娉曡-(1080i),http://222.141.135.19:8888/udp/225.1.5.37:1347
CGTN闃挎媺浼-(1080i),http://222.141.135.19:8888/udp/225.1.5.38:1348
CGTN淇勮-(1080i),http://222.141.135.19:8888/udp/225.1.5.39:1349
浣撹偛璧涗簨-(1080i),http://222.141.135.19:8888/udp/225.1.4.235:1281
鐖变綋鑲 -(1080i),http://222.141.135.19:8888/udp/225.1.4.168:1220
鐖辩數褰 -(576i),http://222.141.135.19:8888/udp/225.1.4.6:1035
鐖卞ぇ鍓 -(576i),http://222.141.135.19:8888/udp/225.1.4.8:1037
缁忓吀鐢靛奖-(576i),http://222.141.135.19:8888/udp/225.1.4.175:1233
鐖辩敓娲 -(576p),http://222.141.135.19:8888/udp/225.1.4.176:1225
濂藉鐢 -(576p),http://222.141.135.19:8888/udp/225.1.4.177:1226
鍥藉-(576p),http://222.141.135.19:8888/udp/225.1.4.178:1227
鏃╂暀-(576p),http://222.141.135.19:8888/udp/225.1.4.179:1228
楂樼綉-(576p),http://222.141.135.19:8888/udp/225.1.4.180:1229
鍐涗簨-(576p),http://222.141.135.19:8888/udp/225.1.4.181:1230
缇庡-(576p),http://222.141.135.19:8888/udp/225.1.4.182:1231
鍦扮悊-(576p),http://222.141.135.19:8888/udp/225.1.4.183:1232
瓒崇悆-(576p),http://222.141.135.19:8888/udp/225.1.4.200:1250
鐖辩患鑹 -(576i),http://222.141.135.19:8888/udp/225.1.4.204:1252
榄呭姏鏃跺皻-(576i),http://222.141.135.19:8888/udp/225.1.4.205:1253
缃戠粶妫嬬墝-(576i),http://222.141.135.19:8888/udp/225.1.4.211:1264
绮鹃€ -(576p),http://222.141.135.19:8888/udp/225.1.4.253:1299
鏀惰鎸囧崡-(576i),http://222.141.135.19:8888/udp/225.1.4.50:1079
CCTV1缁煎悎-(576i),http://222.141.135.19:8888/udp/225.1.4.1:1030
CCTV2璐㈢粡-(576i),http://222.141.135.19:8888/udp/225.1.4.2:1031
CCTV4涓枃鍥介檯-(576i),http://222.141.135.19:8888/udp/225.1.4.4:1033
CCTV7鍥介槻鍐涗簨-(576i),http://222.141.135.19:8888/udp/225.1.4.7:1036
CCTV9璁板綍-(576i),http://222.141.135.19:8888/udp/225.1.4.9:1038
CCTV10绉戞暀-(576i),http://222.141.135.19:8888/udp/225.1.4.10:1039
CCTV11鎴忔洸-(576i),http://222.141.135.19:8888/udp/225.1.4.11:1040
CCTV12绀句細涓庢硶-(576i),http://222.141.135.19:8888/udp/225.1.4.12:1041
CCTV13鏂伴椈-(576i),http://222.141.135.19:8888/udp/225.1.4.13:1042
CCTV14灏戝効-(576i),http://222.141.135.19:8888/udp/225.1.4.14:1043
CCTV15闊充箰-(576i),http://222.141.135.19:8888/udp/225.1.4.15:1044
CCTV17鍐滀笟鍐滄潙-(576i),http://222.141.135.19:8888/udp/225.1.4.227:2507
HNTV1娌冲崡鍗-(1080p),http://222.141.135.19:8888/udp/225.1.5.45:1355
HNTV1娌冲崡鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.51:1080
HNTV1娌冲崡鍗澶 -(576i),http://222.141.135.19:8888/udp/225.1.5.42:1352
婀栧崡鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.17:1046
姹熻嫃鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.18:1047
娴欐睙鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.19:1048
瀹夊窘鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.20:1049
鍖椾含鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.21:1050
涓滄柟鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.22:1051
娣卞湷鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.23:1052
澶╂触鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.24:1053
娴峰崡鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.25:1054
杈藉畞鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.26:1055
灞变笢鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.27:1056
榛戦緳姹熷崼瑙 -(576i),http://222.141.135.19:8888/udp/225.1.4.28:1057
閲嶅簡鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.29:1058
骞夸笢鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.30:1059
涓滃崡鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.32:1061
浜戝崡鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.33:1062
娌冲寳鍗-(576p),http://222.141.135.19:8888/udp/225.1.4.34:1063
婀栧寳鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.35:1064
鍚夋灄鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.36:1065
姹熻タ鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.37:1066
鍥涘窛鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.40:1069
璐靛窞鍗-(576i),http://222.141.135.19:8888/udp/225.1.4.41:1070
ZZTV1鏂伴椈缁煎悎-(576i),http://222.141.135.19:8888/udp/225.1.4.143:1179
ZZTV2鍟嗛兘棰戦亾-(576i),http://222.141.135.19:8888/udp/225.1.4.144:1180
ZZTV3鏂囦綋鏃呮父-(576i),http://222.141.135.19:8888/udp/225.1.4.145:1181

馃摻閲嶅簡鑱旈€ ,#genre#
CCTV1,http://123.144.23.102:8004/udp/225.0.4.197:7980
CCTV1,http://123.144.23.102:8004/udp/225.0.4.74:7980
CCTV2,http://123.144.23.102:8004/udp/225.0.4.132:7980
CCTV3,http://123.144.23.102:8004/udp/225.0.4.142:7980
CCTV4,http://123.144.23.102:8004/udp/225.0.4.176:7980
CCTV5,http://123.144.23.102:8004/udp/225.0.4.143:7980
CCTV5+,http://123.144.23.102:8004/udp/225.0.4.73:7980
CCTV6,http://123.144.23.102:8004/udp/225.0.4.144:7980
CCTV7,http://123.144.23.102:8004/udp/225.0.4.127:7980
CCTV8,http://123.144.23.102:8004/udp/225.0.4.137:7980
CCTV9,http://123.144.23.102:8004/udp/225.0.4.131:7980
CCTV10,http://123.144.23.102:8004/udp/225.0.4.130:7980
CCTV11,http://123.144.23.102:8004/udp/225.0.4.218:7980
CCTV12,http://123.144.23.102:8004/udp/225.0.4.129:7980
CCTV13,http://123.144.23.102:8004/udp/225.0.4.219:7980
CCTV14,http://123.144.23.102:8004/udp/225.0.4.128:7980
CCTV15,http://123.144.23.102:8004/udp/225.0.4.220:7980
CCTV17,http://123.144.23.102:8004/udp/225.0.4.179:7980
瀹夊窘鍗,http://123.144.23.102:8004/udp/225.0.4.133:7980
鍖椾含鍗,http://123.144.23.102:8004/udp/225.0.4.78:7980
涓滄柟鍗,http://123.144.23.102:8004/udp/225.0.4.80:7980
涓滃崡鍗,http://123.144.23.102:8004/udp/225.0.4.200:7980
骞夸笢鍗,http://123.144.23.102:8004/udp/225.0.4.84:7980
璐靛窞鍗,http://123.144.23.102:8004/udp/225.0.4.175:7980
娌冲寳鍗,http://123.144.23.102:8004/udp/225.0.4.174:7980
榛戦緳姹熷崼瑙 ,http://123.144.23.102:8004/udp/225.0.4.201:7980
婀栧崡鍗,http://123.144.23.102:8004/udp/225.0.4.75:7980
姹熻嫃鍗,http://123.144.23.102:8004/udp/225.0.4.79:7980
姹熻タ鍗,http://123.144.23.102:8004/udp/225.0.4.203:7980
杈藉畞鍗,http://123.144.23.102:8004/udp/225.0.4.98:7980
灞变笢鍗,http://123.144.23.102:8004/udp/225.0.4.199:7980
娣卞湷鍗,http://123.144.23.102:8004/udp/225.0.4.202:7980
鍥涘窛鍗,http://123.144.23.102:8004/udp/225.0.4.204:7980
澶╂触鍗,http://123.144.23.102:8004/udp/225.0.4.82:7980
娴欐睙鍗,http://123.144.23.102:8004/udp/225.0.4.81:7980
姹熻嫃鍗,http://123.144.23.102:8004/udp/225.0.4.15:7980
婀栧崡鍗,http://123.144.23.102:8004/udp/225.0.4.13:7980
娴欐睙鍗,http://123.144.23.102:8004/udp/225.0.4.14:7980
瀹夊窘鍗,http://123.144.23.102:8004/udp/225.0.4.16:7980
鍖椾含鍗,http://123.144.23.102:8004/udp/225.0.4.17:7980
澶╂触鍗,http://123.144.23.102:8004/udp/225.0.4.18:7980
杈藉畞鍗,http://123.144.23.102:8004/udp/225.0.4.19:7980
灞变笢鍗,http://123.144.23.102:8004/udp/225.0.4.20:7980
